492,4686,6
493,7951,10
494,7444,7
495,8551,9
496,7042,7
497,2108,9
498,1289,10
499,4311,6
500,9122,10
501,5516,7
502,6604,8
503,9118,11
504,1826,9
505,2239,7
506,6658,8
507,8719,10
508,2021,4
509,2407,5
510,6050,7
511,8484,8
512,5597,6
513,7861,10
514,9974,8
515,8999,6
516,4524,5
517,5182,9
518,8116,9
519,7672,7
520,7893,6
521,6982,7
522,3946,8
523,6046,5
524,6986,6
525,9438,7
526,2743,7
527,2176,9
528,3577,7
529,5551,6
530,8773,7
531,7059,8
532,3072,5
533,7559,6
534,6883,6
535,9584,7
536,6563,9
537,9275,9
538,3243,6
539,2894,7
540,5578,7
541,4821,9
542,6070,6
543,1352,6
544,6109,10
545,7417,8
546,5976,6
547,6574,8
548,4484,6
549,2421,5
550,8974,7
551,6048,5
552,2817,10
553,3750,6
554,1320,5
555,2959,7
556,1001,2
557,7224,7
558,5051,6
559,5747,7
560,2739,9
561,7101,8
562,9570,6
563,3792,8
564,1644,8
565,4271,8
566,4582,7
567,5364,6
568,3237,6
569,4159,10
570,9493,7
571,8629,7
572,2600,6
573,1363,7
574,9715,10
575,9104,10
576,6479,7
577,2466,6
578,8337,7
579,7380,7
580,5900,6
581,5254,7
582,1333,4
583,9351,10
584,8732,8
585,8772,8
586,7814,9
587,9455,8
588,3173,8
589,7282,7
590,1811,9
591,5625,7
592,5837,6
593,8188,9
594,3740,6
595,5751,8
596,8996,6
597,4450,6
598,6027,6
599,1468,9
600,3503,7
601,2790,6
602,6297,5
603,5965,7
604,3124,5
605,3296,7
606,7188,9
607,1377,8
608,5338,7
609,8623,6
610,7125,8
611,7981,11
612,3096,6
613,1074,8
614,4297,8
615,5133,7
616,7737,7
617,2275,5
618,1703,8
619,1308,9
620,5001,6
621,4064,6
622,6366,7
623,8162,9
624,6035,6
625,8429,6
626,6714,8
627,9808,7
628,9434,7
629,1058,9
630,5690,7
631,9764,7
632,9563,8
633,9105,10
634,5374,7
635,1225,6
636,9880,7
637,1315,6
638,2766,6
639,6346,7
640,2509,7
641,5473,7
642,7903,7
643,6207,7
644,3080,7
645,5543,7
646,5690,7
647,3012,5
648,5719,10
649,7452,7
650,2622,7
651,8861,10
652,2124,5
653,5714,8
654,1126,7
655,7126,9
656,9847,6
657,7497,7
658,7362,5
659,1048,9
660,8304,6
661,3748,8
662,4151,6
663,5709,8
664,2476,5
665,6264,7
666,1159,10
667,9903,7
668,7996,6
669,5379,6
670,8590,8
671,2782,6
672,8126,9
673,7060,5
674,4427,6
675,9347,9
676,9073,7
677,1751,8
678,3658,7
679,6025,6
680,8289,9
681,6283,6
682,2083,5
683,6547,7
684,7648,6
685,7535,7
686,8975,8
687,7360,6
688,6869,7
689,9245,10
690,9307,8
691,2584,7
692,3143,6
693,1646,7
694,1326,7
695,4325,6
696,4698,6
697,4078,6
698,5924,9
699,5806,6
700,1959,10
701,5814,9
702,4705,7
703,3336,6
704,8998,7
705,8638,7
706,7582,7
707,8610,9
708,6275,5
709,7612,9
710,5508,7
711,2238,6
712,7954,8
713,1589,10
714,4221,5
715,2643,6
716,4740,5
717,3704,6
718,4934,6
719,5712,8
720,4775,7
721,1078,9
722,2500,6
723,1641,7
724,2067,3
725,9371,10
726,9942,6
727,3434,6
728,9895,7
729,7702,7
730,6169,10
731,7436,7
732,9816,10
733,8640,7
734,9336,6
735,5090,6
736,9222,6
737,7668,6
738,4582,7
739,9819,11
740,3885,7
741,1529,10
742,1816,9
743,3602,5
744,9549,7
745,9338,6
746,5804,7
747,5285,7
748,9450,7
749,1238,9
750,1073,8
751,1194,10
752,3549,9
753,7573,7
754,9026,8
755,3877,6
756,8423,8
757,7326,5
758,8260,6
759,1142,5
760,4987,6
761,6564,8
762,2245,4
763,4633,6
764,5644,7
765,1174,8
766,7434,7
767,5345,7
768,1047,8
769,9065,8
770,1407,8
771,3362,5
772,7370,7
773,3281,9
774,5770,8
775,6057,7
776,3907,6
777,8214,9
778,5484,5
779,8736,7
780,9801,11
781,9210,10
782,7666,6
783,7406,6
784,7983,8
785,2357,8
786,5181,9
787,8958,8
788,7684,6
789,1216,7
790,3048,5
791,6563,9
792,3454,4
793,1551,6
794,5231,6
795,4459,7
796,8247,7
797,9862,8
798,7457,9
799,1670,8
800,9986,6
801,5693,8
802,4494,5
803,8389,6
804,1992,10
805,4191,10
806,4773,7
807,5892,7
808,6789,5
809,8419,10
810,6305,4
811,8894,7
812,6119,10
813,3216,7
814,5615,8
815,4210,6
816,6409,6
817,2220,8
818,7784,6
819,6388,7
820,1591,10
821,2827,7
822,4801,9
823,7810,9
824,8885,7
825,7444,7
826,9074,6
827,7335,7
828,1117,8
829,7378,6
830,1408,9
831,3192,10
832,7188,9
833,6115,8
834,4689,7
835,2271,8
836,1572,8
837,7521,8
838,4285,8
839,9346,10
840,1066,7
841,5733,6
842,2457,6
843,3054,4
844,8616,10
845,9087,7
846,2095,9
847,8636,7
848,5691,10
849,1496,10
850,9749,7
851,9575,8
852,8549,7
853,4061,7
854,5222,7
855,5219,10
856,7782,6
857,3603,7
858,9959,8
859,3434,6
860,7645,8
861,1956,10
862,8118,9
863,8142,9
864,4046,5
865,1589,10
866,8426,7
867,5292,9
868,9511,10
869,8130,9
870,1930,10
871,8473,8
872,7132,8
873,9827,7
874,4280,5
875,9921,10
876,1227,8
877,8860,6
878,7479,7
879,4065,7
880,5466,8
881,7677,5
882,7898,7
883,2167,8
884,3277,7
885,7208,6
886,1942,10
887,1832,9
888,9609,6
889,3901,10
890,9945,8
891,7313,8
892,6578,8
893,2985,7
894,1788,9
895,1651,8
896,5059,6
897,7312,8
898,8181,9
899,5601,7
900,9068,6
901,1372,8
902,8837,8
903,4240,6
904,2599,6
905,2823,6
906,2520,8
907,1878,10
908,6684,6
909,1992,10
910,5491,10
911,6635,7
912,1629,10
913,7295,9
914,6030,7
915,3617,8
916,2699,7
917,3479,6
918,7489,6
919,5130,6
920,8100,9
921,2906,8
922,4841,9
923,4804,7
924,2723,6
925,6853,6
926,4769,4
927,9787,8
928,7954,8
